Date,Price,Inflation_Rate,Interest_Rate,Oil_Price,USD_Index
2019-01-01,52.483570765056164,3.3746431648341537,7.973413402944127,42.82186475949254,89.697114756201
2019-01-02,49.39082526303783,1.0405247361109735,5.496286696068089,40.61475343623647,91.35705269703342
2019-01-03,53.402736228290976,3.544384185638169,6.87484292626503,41.98139667733154,89.82860157859037
2019-01-04,57.8615895887214,4.653147790304947,3.9616461460200516,38.51681253928338,91.5044437901274
2019-01-05,49.15782020195835,3.4502938733792767,3.8344637446837466,40.199451022686304,90.02195486263454
2019-01-06,49.240049059722885,4.49479437386538,4.416222325967361,37.434249946934244,90.76199588640011
2019-01-07,58.3889446908995,3.8958922218643752,6.035043576041895,41.60014180919445,91.54082977942485
2019-01-08,54.41220102802084,1.482233665614761,6.093150135530593,41.26775331378276,89.88324268905296
2019-01-09,48.309802221475294,4.609813229143366,3.891436607896705,41.25447970251516,90.30601220769752
2019-01-10,53.452121137973634,1.2657753774230995,2.799259544819772,40.29896643073141,91.38743954787881
2019-01-11,48.50437922487526,3.135869890191055,5.794377538793052,41.15813285715261,89.9765258612616
2019-01-12,48.57496568998004,1.5685484951738307,2.769955173132587,43.570123999749725,88.79958964520468
2019-01-13,52.19557258455525,1.0468264429236163,5.470955049375981,39.824115976606,92.27444188481492
2019-01-14,41.50150677232985,2.688137040510556,6.160532768337854,40.704453565667706,89.67262326841205
2019-01-15,42.52546560194743,2.180162830616625,6.20366897836671,38.28776930744222,90.31209668620589
2019-01-16,48.42076388720149,2.944001975190412,6.520832663957581,38.75635869016588,91.32030020723865
2019-01-17,46.25019270062799,3.308799546938203,7.237156529393987,40.72136590710666,89.56675253657548
2019-01-18,52.967731734170236,1.1749562892357894,4.999753951788731,42.76646512188136,89.17833142960372
2019-01-19,46.938521462481575,1.4920131804949825,6.381495137177427,40.078895087531905,90.45088954211985
2019-01-20,44.499270102304926,3.2345695858017014,5.715036412195021,40.1524823849683,88.4150287499518
2019-01-21,58.9711792224829,2.372669412690633,3.1198396387860954,39.843403662141306,89.93115197351543
2019-01-22,50.596200644336214,3.916693950197792,2.154137869216449,39.62051951701891,90.47504961721792
2019-01-23,52.144869939102264,3.6091665943677587,3.7072483140616024,41.312834477682706,89.97101195859652
2019-01-24,44.765634753489124,4.382417451959627,4.658202238025717,37.76123498346527,88.7084658147551
2019-01-25,49.24960883082425,3.769971306676901,5.702635666571938,43.35048813471352,91.85704761666403
2019-01-26,52.608282170893254,2.7197243095605925,7.099755983019232,39.490623092678646,90.37736071692837
2019-01-27,46.380848104126166,3.6918664895777296,3.1774743002369936,42.29813336737135,91.7159275832601
2019-01-28,54.096452851859794,2.101524697021674,2.7532987393908623,38.347187909264825,90.03569211783707
2019-01-29,49.29691607943117,2.2252539951128507,7.780879684845965,42.257724072702516,89.42666928884591
2019-01-30,50.92378754895257,4.155940639683173,2.648267356258443,42.29679173479658,90.58681509331103
2019-01-31,49.45587000566572,2.7856780656063287,4.8709464206431345,41.75416537073687,90.1127999492468
2019-02-01,61.80794075825115,4.19352136207341,5.5133823727598115,39.029762890682996,89.16177852010284
2019-02-02,52.56121048091055,4.289689494673114,5.24824652544463,41.55057502103624,91.82027713940086
2019-02-03,47.42228872871447,4.430249350645135,2.516192942197659,38.71822497992881,89.73917556023852
2019-02-04,56.90571470290367,4.666540943364829,2.342161484021716,40.61166954676273,88.53213230085613
2019-02-05,46.77091866142638,2.723940882053185,2.632900564766214,43.20888096642325,91.7115176421282
2019-02-06,54.001601655199025,2.2754672732845553,5.513526103235675,42.77631732621158,89.89000647487741
2019-02-07,43.24107982967013,3.3287949863764554,5.266069325805926,41.24613806470847,89.79743350059357
2019-02-08,46.480646973470606,2.4846896937505103,3.4024447522204655,39.29901773533942,88.65082270869839
2019-02-09,54.18803016620213,3.404296667200932,5.826644851073549,42.572665019091,92.16810468484454
2019-02-10,56.97820365572733,3.8223434505752985,6.920405012333896,41.35311077769616,89.14863551355702
2019-02-11,54.22485893059388,3.7536200739685475,2.249473759079563,36.70657581339677,90.50751848399152
2019-02-12,52.87192288159659,2.4982115480804854,4.9887796612882545,42.94532537004815,91.37264222834547
2019-02-13,52.0267925844851,1.6674408067950113,6.135862472616141,41.36445875723323,90.8926917413273
